review_id,product_id,attribute_name,current_value,proposed_value,confidence_score,confidence_decision,validation_status,review_status,priority,reviewer_id,reviewer_name,review_action,review_comment,evidence_id,source_id,source_url,evidence_text,reason_codes,created_at,updated_at,resolved_at
REV-000042,PROD-0292,color,Slate Gray,Slate Gray,0.7781,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,2026-08-16T13:16:35.915800+00:00,2026-08-16T13:16:35.915801+00:00,
REV-000043,PROD-0292,edge_profile,Grooved,Grooved,0.7781,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,2026-08-16T13:16:35.915806+00:00,2026-08-16T13:16:35.915808+00:00,
REV-000047,PROD-0293,color,Slate Gray,Slate Gray,0.7781,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,2026-08-16T13:16:35.915827+00:00,2026-08-16T13:16:35.915828+00:00,
REV-000048,PROD-0293,edge_profile,Grooved,Grooved,0.7781,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,2026-08-16T13:16:35.915832+00:00,2026-08-16T13:16:35.915833+00:00,
REV-000052,PROD-0294,color,Slate Gray,Slate Gray,0.7781,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,2026-08-16T13:16:35.915853+00:00,2026-08-16T13:16:35.915854+00:00,
REV-000053,PROD-0294,edge_profile,Grooved,Grooved,0.7781,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,2026-08-16T13:16:35.915858+00:00,2026-08-16T13:16:35.915859+00:00,
REV-000004,PROD-0103,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.912970+00:00,2026-08-16T13:16:35.912972+00:00,
REV-000005,PROD-0103,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.912978+00:00,2026-08-16T13:16:35.912979+00:00,
REV-000006,PROD-0103,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.912985+00:00,2026-08-16T13:16:35.912987+00:00,
REV-000009,PROD-0104,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913014+00:00,2026-08-16T13:16:35.913015+00:00,
REV-000010,PROD-0104,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913020+00:00,2026-08-16T13:16:35.913021+00:00,
REV-000011,PROD-0104,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913026+00:00,2026-08-16T13:16:35.913028+00:00,
REV-000014,PROD-0105,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913049+00:00,2026-08-16T13:16:35.913050+00:00,
REV-000015,PROD-0105,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913055+00:00,2026-08-16T13:16:35.913060+00:00,
REV-000016,PROD-0105,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913065+00:00,2026-08-16T13:16:35.913066+00:00,
REV-000019,PROD-0106,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913083+00:00,2026-08-16T13:16:35.913084+00:00,
REV-000020,PROD-0106,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913089+00:00,2026-08-16T13:16:35.913090+00:00,
REV-000021,PROD-0106,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913094+00:00,2026-08-16T13:16:35.913095+00:00,
REV-000024,PROD-0107,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913110+00:00,2026-08-16T13:16:35.913111+00:00,
REV-000025,PROD-0107,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913116+00:00,2026-08-16T13:16:35.913117+00:00,
REV-000026,PROD-0107,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913121+00:00,2026-08-16T13:16:35.913122+00:00,
REV-000029,PROD-0111,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-88f447ef,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913199+00:00,2026-08-16T13:16:35.913200+00:00,
REV-000030,PROD-0111,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-88f447ef,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913204+00:00,2026-08-16T13:16:35.913205+00:00,
REV-000031,PROD-0111,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-88f447ef,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.913209+00:00,2026-08-16T13:16:35.913210+00:00,
REV-000034,PROD-0285,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-11cb648c,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915691+00:00,2026-08-16T13:16:35.915693+00:00,
REV-000035,PROD-0285,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-11cb648c,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915702+00:00,2026-08-16T13:16:35.915703+00:00,
REV-000036,PROD-0285,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-11cb648c,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915708+00:00,2026-08-16T13:16:35.915709+00:00,
REV-000039,PROD-0291,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915783+00:00,2026-08-16T13:16:35.915784+00:00,
REV-000040,PROD-0291,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915788+00:00,2026-08-16T13:16:35.915789+00:00,
REV-000041,PROD-0291,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915795+00:00,2026-08-16T13:16:35.915796+00:00,
REV-000044,PROD-0292,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915811+00:00,2026-08-16T13:16:35.915813+00:00,
REV-000045,PROD-0292,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915817+00:00,2026-08-16T13:16:35.915818+00:00,
REV-000046,PROD-0292,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915822+00:00,2026-08-16T13:16:35.915823+00:00,
REV-000049,PROD-0293,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915838+00:00,2026-08-16T13:16:35.915839+00:00,
REV-000050,PROD-0293,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915843+00:00,2026-08-16T13:16:35.915844+00:00,
REV-000051,PROD-0293,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915848+00:00,2026-08-16T13:16:35.915849+00:00,
REV-000054,PROD-0294,length,12 ft,12 ft,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915863+00:00,2026-08-16T13:16:35.915865+00:00,
REV-000055,PROD-0294,material,PVC,PVC,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915868+00:00,2026-08-16T13:16:35.915870+00:00,
REV-000056,PROD-0294,width_profile,1x6,1x6,0.8028,REVIEW_RECOMMENDED,WARNING,PENDING,MEDIUM,,,,,,SRC-8f050dbb,,,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,2026-08-16T13:16:35.915873+00:00,2026-08-16T13:16:35.915875+00:00,
REV-000001,PROD-0001,grit,P120,P120,0.8639,REVIEW_RECOMMENDED,PASS,PENDING,MEDIUM,,,,,EV-8c459152,SRC-edb68817,https://www.freudtools.com/docs/datasheets/dcb518asts06g.pdf,"TECHNICAL SPECIFICATIONS:
- Abrasive Material: Premium Aluminum Oxide Grain
- Belt Dimensions: 1/2 in x 18 in
- Grit Rating: P120 Fine Grit
- Backing Material: Heavy Duty Cloth Backing
- Package Quantity: 6 Belts per Pack
- Primary Application: Wood, Metal, and Plastic Sanding
- Country of Origin: Switzerland",OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,2026-08-16T13:16:35.912759+00:00,2026-08-16T13:16:35.912777+00:00,
REV-000057,PROD-0584,color_finish,Black,Black,0.8639,REVIEW_RECOMMENDED,PASS,PENDING,MEDIUM,,,,,EV-b22c8c8e,SRC-bd7e17f6,https://www.dewalt.com/docs/datasheets/dewalt.pdf,"Manufacturer: Black & Decker/dewlt
Brand: DEWALT
Model / MPN: DEWALT
Product Specifications:
- Part Number: DEWALT
- Manufacturer: Black & Decker/dewlt
- Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide
- Finish: Corrosion Resistant Coating
- Quality Certification: ISO 9001 Certified",OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,2026-08-16T13:16:35.916002+00:00,2026-08-16T13:16:35.916003+00:00,
REV-000058,PROD-0950,material,Aluminum,Aluminum,0.8639,REVIEW_RECOMMENDED,PASS,PENDING,MEDIUM,,,,,EV-15f5db00,SRC-4357cbcb,https://www.bowproducts.com/docs/datasheets/xt524.pdf,"Manufacturer: Bow Products
Brand: nan
Model / MPN: XT524
Product Specifications:
- Part Number: XT524
- Manufacturer: Bow Products
- Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide
- Finish: Corrosion Resistant Coating
- Quality Certification: ISO 9001 Certified",OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,2026-08-16T13:16:35.916041+00:00,2026-08-16T13:16:35.916042+00:00,
REV-000059,PROD-0951,material,Aluminum,Aluminum,0.8639,REVIEW_RECOMMENDED,PASS,PENDING,MEDIUM,,,,,EV-fe8e79c6,SRC-bcaf0021,https://www.bowproducts.com/docs/datasheets/xt536.pdf,"Manufacturer: Bow Products
Brand: nan
Model / MPN: XT536
Product Specifications:
- Part Number: XT536
- Manufacturer: Bow Products
- Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide
- Finish: Corrosion Resistant Coating
- Quality Certification: ISO 9001 Certified",OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,2026-08-16T13:16:35.916049+00:00,2026-08-16T13:16:35.916050+00:00,
REV-000060,PROD-0952,material,Aluminum,Aluminum,0.8639,REVIEW_RECOMMENDED,PASS,PENDING,MEDIUM,,,,,EV-97aa9aca,SRC-52c4805f,https://www.bowproducts.com/docs/datasheets/xt546.pdf,"Manufacturer: Bow Products
Brand: nan
Model / MPN: XT546
Product Specifications:
- Part Number: XT546
- Manufacturer: Bow Products
- Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide
- Finish: Corrosion Resistant Coating
- Quality Certification: ISO 9001 Certified",OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,2026-08-16T13:16:35.916056+00:00,2026-08-16T13:16:35.916057+00:00,
REV-000061,PROD-0954,material,Aluminum,Aluminum,0.8639,REVIEW_RECOMMENDED,PASS,PENDING,MEDIUM,,,,,EV-1aef87a0,SRC-e351ab31,https://www.sawstopllc.com/docs/datasheets/tgp2fa.pdf,"Manufacturer: Saw Stop LLC
Brand: nan
Model / MPN: TGP2FA
Product Specifications:
- Part Number: TGP2FA
- Manufacturer: Saw Stop LLC
- Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide
- Finish: Corrosion Resistant Coating
- Quality Certification: ISO 9001 Certified",OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,2026-08-16T13:16:35.916078+00:00,2026-08-16T13:16:35.916079+00:00,
REV-000062,PROD-0955,material,Aluminum,Aluminum,0.8639,REVIEW_RECOMMENDED,PASS,PENDING,MEDIUM,,,,,EV-f95d9071,SRC-ee57eee5,https://www.sawstopllc.com/docs/datasheets/atgifa.pdf,"Manufacturer: Saw Stop LLC
Brand: nan
Model / MPN: ATGIFA
Product Specifications:
- Part Number: ATGIFA
- Manufacturer: Saw Stop LLC
- Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide
- Finish: Corrosion Resistant Coating
- Quality Certification: ISO 9001 Certified",OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,2026-08-16T13:16:35.916086+00:00,2026-08-16T13:16:35.916087+00:00,
