product_id,attribute_name,value,confidence_score,confidence_percentage,decision,source_confidence,evidence_confidence,extraction_confidence,lov_confidence,uom_confidence,validation_confidence,reason_codes,evidence_id,source_id,status,created_at
PROD-0101,length,12 ft,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-bfde6f89,SRC-48394ba8,verified,2026-08-16T12:53:07.468896+00:00
PROD-0101,material,PVC,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,1.0,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,EV-ee953dc2,SRC-48394ba8,verified,2026-08-16T12:53:07.468923+00:00
PROD-0101,width_profile,1x6,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-241897aa,SRC-48394ba8,verified,2026-08-16T12:53:07.468945+00:00
PROD-0102,color,Slate Gray,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-92729701,SRC-8f050dbb,verified,2026-08-16T12:53:07.469100+00:00
PROD-0102,edge_profile,Grooved,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-3f2d40fa,SRC-8f050dbb,verified,2026-08-16T12:53:07.469125+00:00
PROD-0102,length,12 ft,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-632b7a8a,SRC-8f050dbb,verified,2026-08-16T12:53:07.469292+00:00
PROD-0102,material,PVC,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,1.0,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,EV-d1b1c6ac,SRC-8f050dbb,verified,2026-08-16T12:53:07.469427+00:00
PROD-0102,width_profile,1x6,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-b3b766c5,SRC-8f050dbb,verified,2026-08-16T12:53:07.469466+00:00
PROD-0103,color,Slate Gray,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469613+00:00
PROD-0103,edge_profile,Grooved,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469638+00:00
PROD-0103,length,12 ft,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469657+00:00
PROD-0103,material,PVC,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,1.0,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469672+00:00
PROD-0103,width_profile,1x6,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469685+00:00
PROD-0104,color,Slate Gray,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469770+00:00
PROD-0104,edge_profile,Grooved,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469785+00:00
PROD-0104,length,12 ft,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469799+00:00
PROD-0104,material,PVC,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,1.0,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469814+00:00
PROD-0104,width_profile,1x6,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469827+00:00
PROD-0105,color,Slate Gray,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469900+00:00
PROD-0105,edge_profile,Grooved,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469915+00:00
PROD-0105,length,12 ft,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469929+00:00
PROD-0105,material,PVC,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,1.0,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469943+00:00
PROD-0105,width_profile,1x6,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.469954+00:00
PROD-0106,color,Slate Gray,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470059+00:00
PROD-0106,edge_profile,Grooved,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470086+00:00
PROD-0106,length,12 ft,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470111+00:00
PROD-0106,material,PVC,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,1.0,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470146+00:00
PROD-0106,width_profile,1x6,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470167+00:00
PROD-0107,color,Slate Gray,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470292+00:00
PROD-0107,edge_profile,Grooved,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470319+00:00
PROD-0107,length,12 ft,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470347+00:00
PROD-0107,material,PVC,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,1.0,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470371+00:00
PROD-0107,width_profile,1x6,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-8f050dbb,verified,2026-08-16T12:53:07.470393+00:00
PROD-0108,color,Slate Gray,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-a5efa8dc,SRC-c77d3044,verified,2026-08-16T12:53:07.470526+00:00
PROD-0108,edge_profile,Grooved,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-2133a440,SRC-c77d3044,verified,2026-08-16T12:53:07.470556+00:00
PROD-0108,length,12 ft,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-eb272e2d,SRC-c77d3044,verified,2026-08-16T12:53:07.470581+00:00
PROD-0108,material,PVC,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,1.0,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,EV-9af3ecd7,SRC-c77d3044,verified,2026-08-16T12:53:07.470606+00:00
PROD-0108,width_profile,1x6,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-69604390,SRC-c77d3044,verified,2026-08-16T12:53:07.470628+00:00
PROD-0109,color,Slate Gray,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-88e8cb32,SRC-41d26625,verified,2026-08-16T12:53:07.470755+00:00
PROD-0109,edge_profile,Grooved,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-4043f3b8,SRC-41d26625,verified,2026-08-16T12:53:07.470779+00:00
PROD-0109,length,12 ft,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-a0c1321d,SRC-41d26625,verified,2026-08-16T12:53:07.470792+00:00
PROD-0109,material,PVC,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,1.0,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,EV-211be3f1,SRC-41d26625,verified,2026-08-16T12:53:07.470805+00:00
PROD-0109,width_profile,1x6,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-4cb641cf,SRC-41d26625,verified,2026-08-16T12:53:07.470817+00:00
PROD-0110,color,Slate Gray,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-7e4d0005,SRC-88f447ef,verified,2026-08-16T12:53:07.470897+00:00
PROD-0110,edge_profile,Grooved,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-3193938f,SRC-88f447ef,verified,2026-08-16T12:53:07.470913+00:00
PROD-0110,length,12 ft,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-e9aa9e74,SRC-88f447ef,verified,2026-08-16T12:53:07.470926+00:00
PROD-0110,material,PVC,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,1.0,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,EV-cd941c46,SRC-88f447ef,verified,2026-08-16T12:53:07.470939+00:00
PROD-0110,width_profile,1x6,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-fc7dfd59,SRC-88f447ef,verified,2026-08-16T12:53:07.470954+00:00
PROD-0111,color,Slate Gray,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-88f447ef,verified,2026-08-16T12:53:07.471027+00:00
PROD-0111,edge_profile,Grooved,0.7781,78,REVIEW_RECOMMENDED,1.0,0.4,0.9,,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|VALIDATION_WARNING,,SRC-88f447ef,verified,2026-08-16T12:53:07.471042+00:00
PROD-0111,length,12 ft,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-88f447ef,verified,2026-08-16T12:53:07.471056+00:00
PROD-0111,material,PVC,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,1.0,,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|LOV_VALID|VALIDATION_WARNING,,SRC-88f447ef,verified,2026-08-16T12:53:07.471069+00:00
PROD-0111,width_profile,1x6,0.8028,80,REVIEW_RECOMMENDED,1.0,0.4,0.9,,1.0,0.75,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|PARTIAL_EVIDENCE|UOM_VALID|VALIDATION_WARNING,,SRC-88f447ef,verified,2026-08-16T12:53:07.471081+00:00
PROD-0112,color,Slate Gray,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-f2031642,SRC-7b9cd100,verified,2026-08-16T12:53:07.471170+00:00
PROD-0112,edge_profile,Grooved,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-7b148eb6,SRC-7b9cd100,verified,2026-08-16T12:53:07.471186+00:00
PROD-0112,length,12 ft,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-4a46358e,SRC-7b9cd100,verified,2026-08-16T12:53:07.471201+00:00
PROD-0112,material,PVC,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,1.0,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|LOV_VALID|VALIDATION_PASS,EV-19ed9a62,SRC-7b9cd100,verified,2026-08-16T12:53:07.471215+00:00
PROD-0112,width_profile,1x6,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,1.0,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|UOM_VALID|VALIDATION_PASS,EV-a83f1779,SRC-7b9cd100,verified,2026-08-16T12:53:07.471228+00:00
PROD-0113,color,Slate Gray,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-764d06ed,SRC-1cd8d3a8,verified,2026-08-16T12:53:07.471304+00:00
PROD-0113,edge_profile,Grooved,1.0,100,AUTO_APPROVE,1.0,1.0,1.0,,,1.0,OFFICIAL_MANUFACTURER_SOURCE|HIGH_AUTHORITY_SOURCE|EVIDENCE_GROUNDED|EXACT_MPN_MATCH|MANUFACTURER_VERIFIED|DIRECT_SPECIFICATION_MATCH|VALIDATION_PASS,EV-b4bb72b7,SRC-1cd8d3a8,verified,2026-08-16T12:53:07.471319+00:00
