product_id,mpn,manufacturer,attribute_name,value,source_type,source_url,evidence_text,page_number,section,source_authority_score,mpn_verified,manufacturer_verified,lov_valid,uom_valid,confidence,status
PROD-0101,543302146,U S Lumber,length,12 ft,manufacturer_pdf,https://www.uslumber.com/docs/datasheets/543302146.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: 543302146
- Manufacturer: U S Lumber
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0101,543302146,U S Lumber,material,PVC,manufacturer_pdf,https://www.uslumber.com/docs/datasheets/543302146.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: 543302146
- Manufacturer: U S Lumber
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0101,543302146,U S Lumber,width_profile,1x6,manufacturer_pdf,https://www.uslumber.com/docs/datasheets/543302146.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: 543302146
- Manufacturer: U S Lumber
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0102,Finyline,nan,color,Slate Gray,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0102,Finyline,nan,edge_profile,Grooved,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0102,Finyline,nan,length,12 ft,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0102,Finyline,nan,material,PVC,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0102,Finyline,nan,width_profile,1x6,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0103,Finyline,nan,color,Slate Gray,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0103,Finyline,nan,edge_profile,Grooved,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0103,Finyline,nan,length,12 ft,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0103,Finyline,nan,material,PVC,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0103,Finyline,nan,width_profile,1x6,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0104,Finyline,nan,color,Slate Gray,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0104,Finyline,nan,edge_profile,Grooved,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0104,Finyline,nan,length,12 ft,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0104,Finyline,nan,material,PVC,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0104,Finyline,nan,width_profile,1x6,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0105,Finyline,nan,color,Slate Gray,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0105,Finyline,nan,edge_profile,Grooved,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0105,Finyline,nan,length,12 ft,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0105,Finyline,nan,material,PVC,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0105,Finyline,nan,width_profile,1x6,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0106,Finyline,nan,color,Slate Gray,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0106,Finyline,nan,edge_profile,Grooved,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0106,Finyline,nan,length,12 ft,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0106,Finyline,nan,material,PVC,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0106,Finyline,nan,width_profile,1x6,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0107,Finyline,nan,color,Slate Gray,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0107,Finyline,nan,edge_profile,Grooved,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0107,Finyline,nan,length,12 ft,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0107,Finyline,nan,material,PVC,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
PROD-0107,Finyline,nan,width_profile,1x6,manufacturer_pdf,https://www.manufacturer.com/docs/datasheets/finyline.pdf,"OFFICIAL MANUFACTURER TECHNICAL DATASHEET:
- Part Number: FINYLINE
- Manufacturer: -
- Material Composition: PVC / Aluminum Oxide / High Speed Steel
- Product Dimensions: 1/2 in x 18 in
- Board Length: 12 ft
- Width Profile: 1x6
- Color / Finish: Slate Gray / White / Stainless Steel
- Edge Profile: Grooved
- Wattage Rating: 60W
- Color Temperature: 2700K
- Power Source: Electric
- Display Condition: New
- Package Quantity: 5 Pack",1,SPECIFICATIONS,1.0,True,True,True,True,1.0,verified
