mfg_part_num,part_desc,e1_brand,unilog_brand,dib_brand,part_manuf,manufacturer_part_number,brand,product_type,size,quantity,understanding_status,confidence,manufacturer_canonical,manufacturer_id,manufacturer_match_status,manufacturer_match_method,manufacturer_confidence,brand_canonical,brand_id,brand_match_status,brand_match_method,brand_confidence,category_id,category_name,parent_category_id,parent_category_name,hierarchy_level,category_path,classification_status,classification_method,classification_confidence,extracted_attributes_json,attribute_extraction_status,attribute_extraction_method,attribute_confidence,attribute_validation_status,lov_resolved_attributes_json,lov_resolution_status,lov_resolution_method,lov_resolution_confidence,lov_values_resolved,lov_values_unresolved,uom_normalized_attributes_json,uom_normalization_status,uom_normalization_method,uom_normalization_confidence,uom_values_normalized,uom_values_unresolved,source_status,sources_found,authoritative_sources_found,enrichment_status,enriched_attributes_json,enrichment_evidence_count,enrichment_source_authority,enrichment_confidence,conflict_status,manual_review_required,evidence_status,evidence_count,verified_attribute_count,unverified_attribute_count,conflict_attribute_count,average_evidence_confidence,evidence_coverage,evidence_registry_id,validation_status,validation_error_count,validation_warning_count,required_fields_valid,lov_valid,uom_valid,character_limits_valid,source_valid,provenance_valid,identity_valid,category_valid,conflict_free,referential_integrity_valid
37423A,37423A Kichler Bath Light,,,,Kichler Lighting (KICLI),37423A,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0374,PASS,0,0,True,True,True,True,True,True,True,True,True,True
45496BKCLR,45496BKCLR Kichler Bath Light,,,,Kichler Lighting (KICLI),45496BKCLR,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0375,PASS,0,0,True,True,True,True,True,True,True,True,True,True
45973BK,45973BK Kichler Wall Light,,,,Kichler Lighting (KICLI),45973BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0376,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55155BK,55155BK Kichler Wall Lt,,,,Kichler Lighting (KICLI),55155BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0377,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55157CPZ,55157CPZ Kichler Wall Light,,,,Kichler Lighting (KICLI),55157CPZ,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0378,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55184BK,55184BK Kichler Wall Lt,,,,Kichler Lighting (KICLI),55184BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0379,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55185BK,55185BK Kichler Wall Lt,,,,Kichler Lighting (KICLI),55185BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0380,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55186CH,55186CH Kichler Wall Lt,,,,Kichler Lighting (KICLI),55186CH,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0381,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55210NI,55210NI Kichler Wall Light,,,,Kichler Lighting (KICLI),55210NI,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0382,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55211BK,55211BK Kichler Wall Light,,,,Kichler Lighting (KICLI),55211BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0383,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55211NI,55211NI Kichler Wall Light,,,,Kichler Lighting (KICLI),55211NI,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0384,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55212NI,55212NI Kichler Wall Light,,,,Kichler Lighting (KICLI),55212NI,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0385,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55226BKLFU,55226BKFLU Kichler Wall Lt,,,,Kichler Lighting (KICLI),55226BKFLU,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0386,PASS,0,0,True,True,True,True,True,True,True,True,True,True
55239CPZLED,55239CPZLED Kichler Wall Lt,,,,Kichler Lighting (KICLI),55239CPZLED,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_WALL,Wall Sconces & Bath Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Wall Sconces & Bath Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0387,PASS,0,0,True,True,True,True,True,True,True,True,True,True
44072DBK,44072DBK Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),44072DBK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0388,PASS,0,0,True,True,True,True,True,True,True,True,True,True
44073NI,44073NI Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),44073NI,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0389,PASS,0,0,True,True,True,True,True,True,True,True,True,True
52033BK,52033BK Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),52033BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0390,PASS,0,0,True,True,True,True,True,True,True,True,True,True
84322WH,84322WH Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),84322WH,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0391,PASS,0,0,True,True,True,True,True,True,True,True,True,True
52404BK,52404BK Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),52404BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0392,PASS,0,0,True,True,True,True,True,True,True,True,True,True
34686A,34686A Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),34686A,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0393,PASS,0,0,True,True,True,True,True,True,True,True,True,True
34687A,34687A Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),34687A,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0394,PASS,0,0,True,True,True,True,True,True,True,True,True,True
34688A,34688A Kichler Chandelier Lt,,,,-,34688A,,,,,partial,0.35,,,unmatched,none,0.0,,,unmatched,none,0.0,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,complete,"{""color_finish"": {""attribute_name"": ""color_finish"", ""value"": ""Slate Gray"", ""normalized_value"": ""Slate Gray"", ""source_id"": ""SRC-ebc9960f"", ""source_url"": ""https://www.manufacturer.com/docs/datasheets/34688a.pdf"", ""source_type"": ""manufacturer_pdf"", ""evidence_text"": ""OFFICIAL MANUFACTURER TECHNICAL DATASHEET:\n- Part Number: 34688A\n- Manufacturer: -\n- Material Composition: PVC / Aluminum Oxide / High Speed Steel\n- Product Dimensions: 1/2 in x 18 in\n- Board Length: 12 ft\n- Width Profile: 1x6\n- Color / Finish: Slate Gray / White / Stainless Steel\n- Edge Profile: Grooved\n- Wattage Rating: 60W\n- Color Temperature: 2700K\n- Power Source: Electric\n- Display Condition: New\n- Package Quantity: 5 Pack"", ""page"": 1, ""attribute_confidence"": 0.95, ""extraction_method"": ""manufacturer_evidence_manufacturer_pdf"", ""decision"": ""accept"", ""reason"": ""valid_evidence_grounded""}, ""color_temperature"": {""attribute_name"": ""color_temperature"", ""value"": ""2700K"", ""normalized_value"": ""2700 K"", ""source_id"": ""SRC-ebc9960f"", ""source_url"": ""https://www.manufacturer.com/docs/datasheets/34688a.pdf"", ""source_type"": ""manufacturer_pdf"", ""evidence_text"": ""OFFICIAL MANUFACTURER TECHNICAL DATASHEET:\n- Part Number: 34688A\n- Manufacturer: -\n- Material Composition: PVC / Aluminum Oxide / High Speed Steel\n- Product Dimensions: 1/2 in x 18 in\n- Board Length: 12 ft\n- Width Profile: 1x6\n- Color / Finish: Slate Gray / White / Stainless Steel\n- Edge Profile: Grooved\n- Wattage Rating: 60W\n- Color Temperature: 2700K\n- Power Source: Electric\n- Display Condition: New\n- Package Quantity: 5 Pack"", ""page"": 1, ""attribute_confidence"": 0.95, ""extraction_method"": ""manufacturer_evidence_manufacturer_pdf"", ""decision"": ""accept"", ""reason"": ""valid_evidence_grounded""}, ""pack_quantity"": {""attribute_name"": ""pack_quantity"", ""value"": ""5"", ""normalized_value"": ""5"", ""source_id"": ""SRC-ebc9960f"", ""source_url"": ""https://www.manufacturer.com/docs/datasheets/34688a.pdf"", ""source_type"": ""manufacturer_pdf"", ""evidence_text"": ""OFFICIAL MANUFACTURER TECHNICAL DATASHEET:\n- Part Number: 34688A\n- Manufacturer: -\n- Material Composition: PVC / Aluminum Oxide / High Speed Steel\n- Product Dimensions: 1/2 in x 18 in\n- Board Length: 12 ft\n- Width Profile: 1x6\n- Color / Finish: Slate Gray / White / Stainless Steel\n- Edge Profile: Grooved\n- Wattage Rating: 60W\n- Color Temperature: 2700K\n- Power Source: Electric\n- Display Condition: New\n- Package Quantity: 5 Pack"", ""page"": 1, ""attribute_confidence"": 0.95, ""extraction_method"": ""manufacturer_evidence_manufacturer_pdf"", ""decision"": ""accept"", ""reason"": ""valid_evidence_grounded""}, ""wattage"": {""attribute_name"": ""wattage"", ""value"": ""60W"", ""normalized_value"": ""60 W"", ""source_id"": ""SRC-ebc9960f"", ""source_url"": ""https://www.manufacturer.com/docs/datasheets/34688a.pdf"", ""source_type"": ""manufacturer_pdf"", ""evidence_text"": ""OFFICIAL MANUFACTURER TECHNICAL DATASHEET:\n- Part Number: 34688A\n- Manufacturer: -\n- Material Composition: PVC / Aluminum Oxide / High Speed Steel\n- Product Dimensions: 1/2 in x 18 in\n- Board Length: 12 ft\n- Width Profile: 1x6\n- Color / Finish: Slate Gray / White / Stainless Steel\n- Edge Profile: Grooved\n- Wattage Rating: 60W\n- Color Temperature: 2700K\n- Power Source: Electric\n- Display Condition: New\n- Package Quantity: 5 Pack"", ""page"": 1, ""attribute_confidence"": 0.95, ""extraction_method"": ""manufacturer_evidence_manufacturer_pdf"", ""decision"": ""accept"", ""reason"": ""valid_evidence_grounded""}}",6,1.0,0.95,none,False,verified,4,4,0,0,1.0,100.0,REG-PROD-0395,FAIL,4,4,True,False,True,True,True,True,True,True,True,True
43671BKCLR,43671BKCLR Kichler Chand Lt,,,,Kichler Lighting (KICLI),43671BKCLR,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0396,PASS,0,0,True,True,True,True,True,True,True,True,True,True
52616BK,52616BK Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),52616BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0397,PASS,0,0,True,True,True,True,True,True,True,True,True,True
52616NI,52616NI Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),52616NI,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0398,PASS,0,0,True,True,True,True,True,True,True,True,True,True
52678BK,52678BK Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),52678BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0399,PASS,0,0,True,True,True,True,True,True,True,True,True,True
52680CPZ,52680CPZ Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),52680CPZ,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0400,PASS,0,0,True,True,True,True,True,True,True,True,True,True
52772BK,52772BK Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),52772BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0401,PASS,0,0,True,True,True,True,True,True,True,True,True,True
82399,82399 Kichler Chandelier Lt,,,,Kichler Lighting (KICLI),82399,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0402,PASS,0,0,True,True,True,True,True,True,True,True,True,True
65-771R3,65-771R3 Nuvo Highbay Light,,,,Satco Prod Inc (5573),65-771R3,,,,,partial,0.35,Satco Prod Inc,5573,matched,normalized,0.95,Satco,BRD_SATCO,matched,normalized,0.9,LGT_BULB,Light Bulbs,LGT,Lighting & Electrical Supplies,2.0,Lighting & Electrical Supplies > Light Bulbs,classified,candidate_match,0.88,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0403,PASS,0,0,True,True,True,True,True,True,True,True,True,True
42955BK,42955BK Kichler Ceiling Lt,,,,Kichler Lighting (KICLI),42955BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0404,PASS,0,0,True,True,True,True,True,True,True,True,True,True
42275BK,42275BK Kichler Ceiling Lt,,,,Kichler Lighting (KICLI),42275BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0405,PASS,0,0,True,True,True,True,True,True,True,True,True,True
62-1850,"62-1850 11"" Led Ceiling Light",,,,Satco Prod Inc (5573),62-1850,,,11 in,,partial,0.45,Satco Prod Inc,5573,matched,normalized,0.95,Satco,BRD_SATCO,matched,normalized,0.9,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0406,PASS,0,0,True,True,True,True,True,True,True,True,True,True
62-1852,"62-1852 14"" Satco Led Ceiling Lt",,,,Satco Prod Inc (5573),62-1852,,,14 in,,partial,0.45,Satco Prod Inc,5573,matched,normalized,0.95,Satco,BRD_SATCO,matched,normalized,0.9,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0407,PASS,0,0,True,True,True,True,True,True,True,True,True,True
62-1875,"62-1875 10"" Led Ceiling Lt Bn",,,,Satco Prod Inc (5573),62-1875,,,10 in,,partial,0.45,Satco Prod Inc,5573,matched,normalized,0.95,Satco,BRD_SATCO,matched,normalized,0.9,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0408,PASS,0,0,True,True,True,True,True,True,True,True,True,True
62-1876,"62-1876 13"" Satco Ceiling Light BN",,,,Satco Prod Inc (5573),62-1876,,,13 in,,partial,0.45,Satco Prod Inc,5573,matched,normalized,0.95,Satco,BRD_SATCO,matched,normalized,0.9,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,rule_keyword,0.92,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0409,PASS,0,0,True,True,True,True,True,True,True,True,True,True
42296BK,42296BK Kichler Ceiling Lt,,,,Kichler Lighting (KICLI),42296BK,,,,,partial,0.35,Kichler Lighting,KICLI,matched,normalized,0.95,,,unmatched,none,0.0,LGT_FIX_CEIL,Chandeliers & Pendant Lights,LGT_FIX,Light Fixtures,3.0,Light Fixtures > Chandeliers & Pendant Lights,classified,rule_keyword,0.9,{},none,none,0.0,invalid,{},unresolved,unresolved,0.0,0,0,{},not_applicable,not_applicable,1.0,0,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0410,PASS,0,0,True,True,True,True,True,True,True,True,True,True
