mfg_part_num,part_desc,e1_brand,unilog_brand,dib_brand,part_manuf,manufacturer_part_number,brand,product_type,size,quantity,understanding_status,confidence,manufacturer_canonical,manufacturer_id,manufacturer_match_status,manufacturer_match_method,manufacturer_confidence,brand_canonical,brand_id,brand_match_status,brand_match_method,brand_confidence,category_id,category_name,parent_category_id,parent_category_name,hierarchy_level,category_path,classification_status,classification_method,classification_confidence,extracted_attributes_json,attribute_extraction_status,attribute_extraction_method,attribute_confidence,attribute_validation_status
49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0001,Milwaukee,Cut-Off Disc,4 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4 in"", ""confidence"": 1.0, ""evidence"": ""4 in"", ""method"": ""rule""}}",partial,rule,1.0,partial
49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0039,Milwaukee,Cut-Off Disc,1/8 in x 5/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""7 in"", ""confidence"": 0.98, ""evidence"": ""7\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0043,Milwaukee,Cut-Off Disc,3/32 in x 7/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""9 in"", ""confidence"": 0.98, ""evidence"": ""9\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),49-94-0048,Milwaukee,Cut-Off Disc,7/64 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 0.98, ""evidence"": ""12\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0053,Milwaukee,Cut-Off Disc,1/8 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 0.98, ""evidence"": ""12\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0058,Milwaukee,Cut-Off Disc,1/8 in x 20 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 0.98, ""evidence"": ""12\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),49-94-0063,Milwaukee,Cut-Off Disc,7/64 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 0.98, ""evidence"": ""14\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0068,Milwaukee,Cut-Off Disc,1/8 in x 20 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 0.98, ""evidence"": ""14\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0073,Milwaukee,Cut-Off Disc,1/8 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 0.98, ""evidence"": ""14\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),49-94-0101,Milwaukee,Cut-Off Disc,4-1/2 in,10.0,success,1.0,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4-1/2 in"", ""confidence"": 1.0, ""evidence"": ""4-1/2 in"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 10, ""confidence"": 1.0, ""evidence"": ""10.0"", ""method"": ""rule""}}",complete,rule,1.0,valid
49-94-0107,"49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0107,Milwaukee,Cut-Off Disc,4-1/2 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4-1/2 in"", ""confidence"": 1.0, ""evidence"": ""4-1/2 in"", ""method"": ""rule""}}",partial,rule,1.0,partial
49-94-0117,"49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0117,Milwaukee,Cut-Off Disc,5 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""5 in"", ""confidence"": 1.0, ""evidence"": ""5 in"", ""method"": ""rule""}}",partial,rule,1.0,partial
49-94-0123,"49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0123,Milwaukee,Cut-Off Disc,6 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""6 in"", ""confidence"": 1.0, ""evidence"": ""6 in"", ""method"": ""rule""}}",partial,rule,1.0,partial
49-94-0023,"49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0023,Milwaukee,Cut-Off Disc,6 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""6 in"", ""confidence"": 1.0, ""evidence"": ""6 in"", ""method"": ""rule""}}",partial,rule,1.0,partial
49-94-0121,"49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),49-94-0121,Milwaukee,Cut-Off Disc,6 in,10.0,success,1.0,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""6 in"", ""confidence"": 1.0, ""evidence"": ""6 in"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 10, ""confidence"": 1.0, ""evidence"": ""10.0"", ""method"": ""rule""}}",complete,rule,1.0,valid
49-94-0127,"49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0127,Milwaukee,Cut-Off Disc,6 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""6 in"", ""confidence"": 1.0, ""evidence"": ""6 in"", ""method"": ""rule""}}",partial,rule,1.0,partial
49-94-0137,"49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0137,Milwaukee,Cut-Off Disc,3/32 in x 7/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""7 in"", ""confidence"": 0.98, ""evidence"": ""7\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0160,"49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0160,Milwaukee,Cut-Off Disc,7/64 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 0.98, ""evidence"": ""14\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0223,"49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0223,Milwaukee,Cut-Off Disc,6 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""6 in"", ""confidence"": 1.0, ""evidence"": ""6 in"", ""method"": ""rule""}}",partial,rule,1.0,partial
49-94-0445,"49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0445,Milwaukee,Cut-Off Disc,3/32 in x 5/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""10 in"", ""confidence"": 0.98, ""evidence"": ""10\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0803,"49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),49-94-0803,Milwaukee,Cut and Grind Disc,4-1/2 in x 1/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUTGRIND,Cut and Grind Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut and Grind Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4-1/2 in"", ""confidence"": 0.98, ""evidence"": ""4-1/2\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
49-94-0903,"49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),49-94-0903,Milwaukee,Cut and Grind Disc,4-1/2 in x 1/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUTGRIND,Cut and Grind Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut and Grind Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4-1/2 in"", ""confidence"": 0.98, ""evidence"": ""4-1/2\"""", ""method"": ""rule""}}",partial,rule,0.98,partial
