source_id,product_row_id,manufacturer,brand,mpn,source_url,source_domain,source_type,authority_level,identity_verified,mpn_verified,retrieval_status,content_hash,discovered_at
SRC-a16de12a,10,Mirka Abrasives Inc,Abranet,9A-570-240,https://www.mirkaabrasivesinc.com/docs/datasheets/9a570240.pdf,mirkaabrasivesinc.com,manufacturer_pdf,1.0,True,True,success,4b6d2079db14376ec8df008bcdc0e08acbfda0f459645d6248e1377dcc5e8518,2026-08-16T12:00:00Z
SRC-476829ea,10,Mirka Abrasives Inc,Abranet,9A-570-240,https://www.industrialdistributor.com/p/9a570240,industrialdistributor.com,distributor_product_page,0.4,True,True,success,f0c8ffc887dcd98a14848442687c23e09573b4229942daa969a9021bf1ac54ff,2026-08-16T12:00:00Z
SRC-d20ba26e,11,Mirka Abrasives Inc,Abranet,9A-570-320,https://www.mirkaabrasivesinc.com/products/9a570320,mirkaabrasivesinc.com,manufacturer_product_page,1.0,True,True,success,d4200bd45796a54d3addf6b0258b7203a1e7fd14a1e71a506830ea064ec4090e,2026-08-16T12:00:00Z
SRC-5aa6ae30,11,Mirka Abrasives Inc,Abranet,9A-570-320,https://www.mirkaabrasivesinc.com/docs/datasheets/9a570320.pdf,mirkaabrasivesinc.com,manufacturer_pdf,1.0,True,True,success,696e4536d5f6c19d490cfa12da16aae392c8391d6ad1aeada35278abd2ac9a4d,2026-08-16T12:00:00Z
SRC-473097c0,11,Mirka Abrasives Inc,Abranet,9A-570-320,https://www.industrialdistributor.com/p/9a570320,industrialdistributor.com,distributor_product_page,0.4,True,True,success,3f3fa15c93872959cfa72720ac53f0d397066c1210c25a7da847d1789ff2be58,2026-08-16T12:00:00Z
SRC-bd12f2da,12,Freud Inc,Diablo,DBD090094101F,https://www.freudtools.com/products/dbd090094101f,freudtools.com,manufacturer_product_page,1.0,True,True,success,d4fefb14ae270a018b1d2e2c6e0fcf47538bec00599ed2afd72bc9480f39bfb3,2026-08-16T12:00:00Z
SRC-4be3ff12,12,Freud Inc,Diablo,DBD090094101F,https://www.freudtools.com/docs/datasheets/dbd090094101f.pdf,freudtools.com,manufacturer_pdf,1.0,True,True,success,3ae122a733663268173cd9b7bcb5dcc39d0408f913aafed427801689a1857a64,2026-08-16T12:00:00Z
SRC-0042b27e,12,Freud Inc,Diablo,DBD090094101F,https://www.industrialdistributor.com/p/dbd090094101f,industrialdistributor.com,distributor_product_page,0.4,True,True,success,dfd54d08fb16805f49e8ae5c8d7e8d810cde93bed8a2a84ceb1852237e93ab03,2026-08-16T12:00:00Z
SRC-1e361cec,13,Freud Inc,Diablo,DBDS12125A01F,https://www.freudtools.com/products/dbds12125a01f,freudtools.com,manufacturer_product_page,1.0,True,True,success,0df1160a6ede2af49a5a75d68b19b4b6a94cdfb74cdb97192c014788d2a1d762,2026-08-16T12:00:00Z
SRC-4efb8b90,13,Freud Inc,Diablo,DBDS12125A01F,https://www.freudtools.com/docs/datasheets/dbds12125a01f.pdf,freudtools.com,manufacturer_pdf,1.0,True,True,success,204170a264b952ef2ebe22720e8ea8fcabb1bcd68d26b25145e2c2367befd037,2026-08-16T12:00:00Z
SRC-9244f105,13,Freud Inc,Diablo,DBDS12125A01F,https://www.industrialdistributor.com/p/dbds12125a01f,industrialdistributor.com,distributor_product_page,0.4,True,True,success,e04c3e2b8f3d293e7eb19e4f7f2ddb069134a6f20ea62a8865872889a4e1b444,2026-08-16T12:00:00Z
SRC-e77c099b,14,Freud Inc,Diablo,DBDS12125G01F,https://www.freudtools.com/products/dbds12125g01f,freudtools.com,manufacturer_product_page,1.0,True,True,success,d243698287749ffe90e8b4e440adeeb0f4a62f6111a132d028f7a31dffaf37dd,2026-08-16T12:00:00Z
SRC-45084312,14,Freud Inc,Diablo,DBDS12125G01F,https://www.freudtools.com/docs/datasheets/dbds12125g01f.pdf,freudtools.com,manufacturer_pdf,1.0,True,True,success,b9a0f4222054c7a8b9a83ecc015eac036b6df9f676bd733cfbfa7af7cbb4df4a,2026-08-16T12:00:00Z
SRC-d3af9098,14,Freud Inc,Diablo,DBDS12125G01F,https://www.industrialdistributor.com/p/dbds12125g01f,industrialdistributor.com,distributor_product_page,0.4,True,True,success,f2c241889af4f72f06ae74a26341694a681e7accbdce059b0c8b46fc416244e9,2026-08-16T12:00:00Z
SRC-8cf7d74c,15,Freud Inc,Diablo,DBDS14125A01F,https://www.freudtools.com/products/dbds14125a01f,freudtools.com,manufacturer_product_page,1.0,True,True,success,8e67f5b1b204382261170fe922f26af8ce23f0d0c38c2664c0c303a4e8f7d8d5,2026-08-16T12:00:00Z
SRC-e561ef92,15,Freud Inc,Diablo,DBDS14125A01F,https://www.freudtools.com/docs/datasheets/dbds14125a01f.pdf,freudtools.com,manufacturer_pdf,1.0,True,True,success,22400e3c100984aaa1b4e2e776fa5e17d58e27b1848680ebeabd435bce759207,2026-08-16T12:00:00Z
SRC-d6b44977,15,Freud Inc,Diablo,DBDS14125A01F,https://www.industrialdistributor.com/p/dbds14125a01f,industrialdistributor.com,distributor_product_page,0.4,True,True,success,c9d83296102535b6eca8df302386b592bfb3a967ba792e009bc172e74fe02afc,2026-08-16T12:00:00Z
SRC-ab4acf22,16,Freud Inc,Diablo,DBDS14125G01F,https://www.freudtools.com/products/dbds14125g01f,freudtools.com,manufacturer_product_page,1.0,True,True,success,9df75391a874a53c2cd256e6f750dc88407cfa04ade0a5fbb1386d276d0d957d,2026-08-16T12:00:00Z
SRC-d41c8ca2,16,Freud Inc,Diablo,DBDS14125G01F,https://www.freudtools.com/docs/datasheets/dbds14125g01f.pdf,freudtools.com,manufacturer_pdf,1.0,True,True,success,404f614d364ba0083257376d89d9b18d4e4163183b93bdb521f6c6638bdb4a29,2026-08-16T12:00:00Z
SRC-4dd4ae47,16,Freud Inc,Diablo,DBDS14125G01F,https://www.industrialdistributor.com/p/dbds14125g01f,industrialdistributor.com,distributor_product_page,0.4,True,True,success,6e355ebbf49d7f9681eb1487fb17ab125c01c20f3ceb3351a17de1c7befd639b,2026-08-16T12:00:00Z
SRC-9d71b636,17,Milwaukee Accessory,Milwaukee,49-94-0013,https://www.milwaukeetool.com/products/49940013,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,67cc7090b40e199a6cd4547fc345198b5edecee5f80b0a4f3ad4f59d783420bf,2026-08-16T12:00:00Z
SRC-198e1c55,17,Milwaukee Accessory,Milwaukee,49-94-0013,https://www.milwaukeetool.com/docs/datasheets/49940013.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,d35f0cae97b9ea0a57f61944aff13eae0697e63491c550b1aad2d7ff59ec45e7,2026-08-16T12:00:00Z
SRC-d548d507,17,Milwaukee Accessory,Milwaukee,49-94-0013,https://www.milwaukeetool.com/catalogs/specifications.pdf,milwaukeetool.com,manufacturer_catalog,0.95,True,True,success,b859e4500f5e6856c447e8fcfbaa87e6ebc3f17c1e6feea8e57c0d92f67cdc8f,2026-08-16T12:00:00Z
SRC-c92fab02,17,Milwaukee Accessory,Milwaukee,49-94-0013,https://www.industrialdistributor.com/p/49940013,industrialdistributor.com,distributor_product_page,0.4,True,True,success,313f0838695389d85b0a916424fa794b1455aa20ad22ab8b3c8b0f2393bcaf76,2026-08-16T12:00:00Z
SRC-3f9bcb12,18,Milwaukee Accessory,Milwaukee,49-94-0029,https://www.milwaukeetool.com/products/49940029,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,34892cc36e9ea341804adf175617531f8e99705c906385093f8fabc570bdbd32,2026-08-16T12:00:00Z
SRC-59b5e397,18,Milwaukee Accessory,Milwaukee,49-94-0029,https://www.milwaukeetool.com/docs/datasheets/49940029.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,45614e56d50c1585d4931027fac705b7ffb75959b05f16929580d989ddfb3ae1,2026-08-16T12:00:00Z
SRC-5745b13c,18,Milwaukee Accessory,Milwaukee,49-94-0029,https://www.industrialdistributor.com/p/49940029,industrialdistributor.com,distributor_product_page,0.4,True,True,success,0faae26155e85fed015cb5a2bcae88af27da9e76a6f6a9594564438ed10ae0d3,2026-08-16T12:00:00Z
SRC-070bba67,19,Milwaukee Accessory,Milwaukee,49-94-0033,https://www.milwaukeetool.com/products/49940033,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,e3496536be43c5a4ea8eb42257738e74ac24d6f7bdbe5f6dd177a4c7e4d2b52b,2026-08-16T12:00:00Z
SRC-3e76edb4,19,Milwaukee Accessory,Milwaukee,49-94-0033,https://www.milwaukeetool.com/docs/datasheets/49940033.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,e9ccb7d15f9b224d740119c885479cb52bc0d1f01f6669dd6145fa90805498e2,2026-08-16T12:00:00Z
SRC-0f9140e1,19,Milwaukee Accessory,Milwaukee,49-94-0033,https://www.industrialdistributor.com/p/49940033,industrialdistributor.com,distributor_product_page,0.4,True,True,success,e34f0ff5c7680edabcf874c3cffea2b617dae39e6559d012a6d229f3988e70df,2026-08-16T12:00:00Z
SRC-13865443,20,Milwaukee Accessory,Milwaukee,49-94-0001,https://www.milwaukeetool.com/products/49940001,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,f09a9453844412fd579540a3ca33a1cd7efb13efd938eba0dec6d3346192931a,2026-08-16T12:00:00Z
SRC-756f5414,20,Milwaukee Accessory,Milwaukee,49-94-0001,https://www.milwaukeetool.com/docs/datasheets/49940001.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,b2dc5aa380618e796106a758ca32ce0571a68a5bbee56e104313dc2dc12d85f8,2026-08-16T12:00:00Z
SRC-2f60a048,20,Milwaukee Accessory,Milwaukee,49-94-0001,https://www.industrialdistributor.com/p/49940001,industrialdistributor.com,distributor_product_page,0.4,True,True,success,5a08223d3b70a977b413e403804758d8389b7574c6c934fd9cb6d327109b50c1,2026-08-16T12:00:00Z
SRC-f3feb96d,21,Milwaukee Accessory,Milwaukee,49-94-0039,https://www.milwaukeetool.com/products/49940039,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,f0abba433e648bb0df93ab3e3a52648a66003590e43c399b3b88c3a63186dcf7,2026-08-16T12:00:00Z
SRC-64c4c8fa,21,Milwaukee Accessory,Milwaukee,49-94-0039,https://www.milwaukeetool.com/docs/datasheets/49940039.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,92e6cd9858b31c82b9603449e261090b662dacc34dcca69e1d262daae3e52fd3,2026-08-16T12:00:00Z
SRC-c0fc2514,21,Milwaukee Accessory,Milwaukee,49-94-0039,https://www.industrialdistributor.com/p/49940039,industrialdistributor.com,distributor_product_page,0.4,True,True,success,681c8fad5754f8569f565e90f5dc1366fa349352acd57bbdbdf1a27a050f08e1,2026-08-16T12:00:00Z
SRC-0a6a702f,22,Milwaukee Accessory,Milwaukee,49-94-0043,https://www.milwaukeetool.com/products/49940043,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,3e5b24961dd5ac2aef6aaf5dd11ec3678ec85f5b9ceb4e35937d6f77602ab48c,2026-08-16T12:00:00Z
SRC-e2e8fff0,22,Milwaukee Accessory,Milwaukee,49-94-0043,https://www.milwaukeetool.com/docs/datasheets/49940043.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,5d91a7ff80745e3f12820fdae50edc34ec9acc1227a1ed001e82095e97050f94,2026-08-16T12:00:00Z
SRC-e266a8cc,22,Milwaukee Accessory,Milwaukee,49-94-0043,https://www.industrialdistributor.com/p/49940043,industrialdistributor.com,distributor_product_page,0.4,True,True,success,73e78b43c2a0eccf8d964f22cade5ab78566b5605286bd5345b00bd198fa5be1,2026-08-16T12:00:00Z
SRC-94a66d48,23,Milwaukee Accessory,Milwaukee,49-94-0048,https://www.milwaukeetool.com/products/49940048,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,b7d96bf9a602ed4838be3a629d739f95d3e8bb7ebcf48fe13b401eb6e5ca46c4,2026-08-16T12:00:00Z
SRC-9fbd971b,23,Milwaukee Accessory,Milwaukee,49-94-0048,https://www.milwaukeetool.com/docs/datasheets/49940048.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,e94af57ca83558e5882fc00521333cfe81d012f8230eeb1b7b3112d31c23eae5,2026-08-16T12:00:00Z
SRC-bffe47c0,23,Milwaukee Accessory,Milwaukee,49-94-0048,https://www.industrialdistributor.com/p/49940048,industrialdistributor.com,distributor_product_page,0.4,True,True,success,62f9f8164647384aca06dd264d8596ac294c154f3aaf5b5e87d43230f3f22e9d,2026-08-16T12:00:00Z
SRC-66f077a9,24,Milwaukee Accessory,Milwaukee,49-94-0053,https://www.milwaukeetool.com/products/49940053,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,37d1966eaeedd3151900339c8a5ad64c6dbd8a19a4fea3b2cd97e06e1117dab7,2026-08-16T12:00:00Z
SRC-51eb76b4,24,Milwaukee Accessory,Milwaukee,49-94-0053,https://www.milwaukeetool.com/docs/datasheets/49940053.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,3b75b43423b08d3376c15eb3bdd79ef1f1136f8cd7c9e6cfd3fdc2064992b814,2026-08-16T12:00:00Z
SRC-730d82fe,24,Milwaukee Accessory,Milwaukee,49-94-0053,https://www.industrialdistributor.com/p/49940053,industrialdistributor.com,distributor_product_page,0.4,True,True,success,16a62843e15541d9d3e981ca22f4762923a1878f4a70518f01aead2ba32f81d4,2026-08-16T12:00:00Z
SRC-63313184,25,Milwaukee Accessory,Milwaukee,49-94-0058,https://www.milwaukeetool.com/products/49940058,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,8dadb036bcfaa9e68315a69cbb178e1dc39034a9eadac15b76b48606f5ecc73e,2026-08-16T12:00:00Z
SRC-23210944,25,Milwaukee Accessory,Milwaukee,49-94-0058,https://www.milwaukeetool.com/docs/datasheets/49940058.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,42b491e8028b6c2e0ee810b139ed6e1489f755cdd3b5666c926b6c1d1efb78ea,2026-08-16T12:00:00Z
SRC-995fcc15,25,Milwaukee Accessory,Milwaukee,49-94-0058,https://www.industrialdistributor.com/p/49940058,industrialdistributor.com,distributor_product_page,0.4,True,True,success,984f37b5297f4fb749d81919bed66d9bd059f4f9f005dd84bced7c1eab6d6187,2026-08-16T12:00:00Z
SRC-c40b0a88,26,Milwaukee Accessory,Milwaukee,49-94-0063,https://www.milwaukeetool.com/products/49940063,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,9308f18167f4690356487f41b0b956f1c5c8bb0ec4c207313b91e0556895646a,2026-08-16T12:00:00Z
SRC-59c91a1f,26,Milwaukee Accessory,Milwaukee,49-94-0063,https://www.milwaukeetool.com/docs/datasheets/49940063.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,aeb9409544289a6e0a689eb28a0f7cca340250d53cb162cabc94c13a363c385f,2026-08-16T12:00:00Z
SRC-e28ebe6c,26,Milwaukee Accessory,Milwaukee,49-94-0063,https://www.industrialdistributor.com/p/49940063,industrialdistributor.com,distributor_product_page,0.4,True,True,success,24bc96dad21a2ced7d80b331eaabb81e6d3f44db6587c5db93d4993e32526652,2026-08-16T12:00:00Z
SRC-eff49f26,27,Milwaukee Accessory,Milwaukee,49-94-0068,https://www.milwaukeetool.com/products/49940068,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,c718f6a5adda28187a824313cfc8c9963d88ee1e5936895ccdc8f45fdd52fcb8,2026-08-16T12:00:00Z
SRC-cf74f781,27,Milwaukee Accessory,Milwaukee,49-94-0068,https://www.milwaukeetool.com/docs/datasheets/49940068.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,d1ef792040232c4ba49fc74348d29fe5dc8250eb0dbfe5fae231f176cecf7f3e,2026-08-16T12:00:00Z
SRC-1c35b71f,27,Milwaukee Accessory,Milwaukee,49-94-0068,https://www.industrialdistributor.com/p/49940068,industrialdistributor.com,distributor_product_page,0.4,True,True,success,7a3df4eb50c8dd5bc2564c9bf295e215953a07b022fba2f8401d7732e1b10d97,2026-08-16T12:00:00Z
SRC-e2ac5cd8,28,Milwaukee Accessory,Milwaukee,49-94-0073,https://www.milwaukeetool.com/products/49940073,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,61eac30d2e00caa8ace5cb45e090525b0142d5b7a73e738597d9c41c0973da7d,2026-08-16T12:00:00Z
SRC-fc9bc2f9,28,Milwaukee Accessory,Milwaukee,49-94-0073,https://www.milwaukeetool.com/docs/datasheets/49940073.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,9f7230246f6271ac104616faa93892bc9a0c11bf2b82703ef399d844dbef8650,2026-08-16T12:00:00Z
SRC-5d083921,28,Milwaukee Accessory,Milwaukee,49-94-0073,https://www.industrialdistributor.com/p/49940073,industrialdistributor.com,distributor_product_page,0.4,True,True,success,263bf4566a83219edac3a029a4dc42234451a739a411124e74384a856515808c,2026-08-16T12:00:00Z
SRC-0f0b93d4,29,Milwaukee Accessory,Milwaukee,49-94-0101,https://www.milwaukeetool.com/products/49940101,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,e62aa96a3eb83b1028c5983bbeff0e1e9c26f239b839d412375978d083f82f31,2026-08-16T12:00:00Z
SRC-9d482c8f,29,Milwaukee Accessory,Milwaukee,49-94-0101,https://www.milwaukeetool.com/docs/datasheets/49940101.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,db54ffcbde75571420cd5884630718779c0dda4fc4686f78345700f26c507763,2026-08-16T12:00:00Z
SRC-19150f49,29,Milwaukee Accessory,Milwaukee,49-94-0101,https://www.industrialdistributor.com/p/49940101,industrialdistributor.com,distributor_product_page,0.4,True,True,success,dd0edf07a2bbfaea88df3bbb8ff22248e4d3a79069732cdb4d93092f3484d7a1,2026-08-16T12:00:00Z
SRC-bb9bb377,30,Milwaukee Accessory,Milwaukee,49-94-0107,https://www.milwaukeetool.com/products/49940107,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,4b17a7a2ce7b206ed884bd92599b42f1caddaec55daa3c56f466256ce7959c0c,2026-08-16T12:00:00Z
SRC-d5ae3292,30,Milwaukee Accessory,Milwaukee,49-94-0107,https://www.milwaukeetool.com/docs/datasheets/49940107.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,3e5514bee8e034c3b0d581f392958d47fef6ceebfb249f76c3153ba12657e0dd,2026-08-16T12:00:00Z
SRC-682c9892,30,Milwaukee Accessory,Milwaukee,49-94-0107,https://www.industrialdistributor.com/p/49940107,industrialdistributor.com,distributor_product_page,0.4,True,True,success,6a68124482e56307e68388df5c77ab5d07688e0b69058065176ae4e4fbbe952a,2026-08-16T12:00:00Z
SRC-7835df14,31,Milwaukee Accessory,Milwaukee,49-94-0117,https://www.milwaukeetool.com/products/49940117,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,c761d2fdf5dd68bff72e0d6c8defaaa315a2bf234434f1aac35ad7ec2eed63ec,2026-08-16T12:00:00Z
SRC-766377c9,31,Milwaukee Accessory,Milwaukee,49-94-0117,https://www.milwaukeetool.com/docs/datasheets/49940117.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,a9bca5908877387820ab85290a64f50f1f3906510b783ba114e311473007299d,2026-08-16T12:00:00Z
SRC-b5d7c694,31,Milwaukee Accessory,Milwaukee,49-94-0117,https://www.industrialdistributor.com/p/49940117,industrialdistributor.com,distributor_product_page,0.4,True,True,success,8286f969eebbf23b7277b9bbd51f4c992db2f9a7d6aaa5116a58c091638b042c,2026-08-16T12:00:00Z
SRC-3a60f9aa,32,Milwaukee Accessory,Milwaukee,49-94-0123,https://www.milwaukeetool.com/products/49940123,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,6687538ddd7f14b779661b58af376e614e5da16356202e3c4c6251c155a6bc82,2026-08-16T12:00:00Z
SRC-5e038c35,32,Milwaukee Accessory,Milwaukee,49-94-0123,https://www.milwaukeetool.com/docs/datasheets/49940123.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,bf2abf7c91709242a901d933402f3c763219a7a83db35eb4707d765484eb0c85,2026-08-16T12:00:00Z
SRC-578041be,32,Milwaukee Accessory,Milwaukee,49-94-0123,https://www.industrialdistributor.com/p/49940123,industrialdistributor.com,distributor_product_page,0.4,True,True,success,7209aa409e01dd7b87fe7d0333fd4158b95596e81c9eb35f4b14aec85446e1c8,2026-08-16T12:00:00Z
SRC-1babe847,33,Milwaukee Accessory,Milwaukee,49-94-0023,https://www.milwaukeetool.com/products/49940023,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,7e14f2d12c80b56fe0888838931d8127c2da6ae0b5061edc8a2e0d2373214c7d,2026-08-16T12:00:00Z
SRC-bd1e2e2e,33,Milwaukee Accessory,Milwaukee,49-94-0023,https://www.milwaukeetool.com/docs/datasheets/49940023.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,cfa2aedfd58f1d13865809c34820f267504c4967b1273fea90afd842767071cb,2026-08-16T12:00:00Z
SRC-6cbad6ee,33,Milwaukee Accessory,Milwaukee,49-94-0023,https://www.industrialdistributor.com/p/49940023,industrialdistributor.com,distributor_product_page,0.4,True,True,success,1c15668232be622ac2e973129046ce2006ceb1eba7d6018c00f58fc144439c29,2026-08-16T12:00:00Z
SRC-3c11f6fd,34,Milwaukee Accessory,Milwaukee,49-94-0121,https://www.milwaukeetool.com/products/49940121,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,9a8ea683d1a95b8c905c40225bfdf05a40e7814838db45275b019c5881c73f19,2026-08-16T12:00:00Z
SRC-7e144324,34,Milwaukee Accessory,Milwaukee,49-94-0121,https://www.milwaukeetool.com/docs/datasheets/49940121.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,3d1f5e1ef9b45ea439b46c105f9bef95e748c5cf2c96bfca059fa8d4e07d1f00,2026-08-16T12:00:00Z
SRC-f7ed3882,34,Milwaukee Accessory,Milwaukee,49-94-0121,https://www.industrialdistributor.com/p/49940121,industrialdistributor.com,distributor_product_page,0.4,True,True,success,cfe00eec927aadd1734ca18283057501fb6eb5b3f68e8fb2a9444c4a5a72f55a,2026-08-16T12:00:00Z
SRC-f9353cff,35,Milwaukee Accessory,Milwaukee,49-94-0127,https://www.milwaukeetool.com/products/49940127,milwaukeetool.com,manufacturer_product_page,1.0,True,True,success,33c42f5ec739b0e53d3af3223311c5abe95df18cca4c60f1d0b91fe48a3ed4a4,2026-08-16T12:00:00Z
SRC-91d8447e,35,Milwaukee Accessory,Milwaukee,49-94-0127,https://www.milwaukeetool.com/docs/datasheets/49940127.pdf,milwaukeetool.com,manufacturer_pdf,1.0,True,True,success,7bbe4d0d644380b8bf9a8f6a35086c3c12eb7b15f57aac84c938ccf6bb2a9392,2026-08-16T12:00:00Z
