product_id,mpn,product_name,brand,manufacturer,category,validation_status,confidence_score,energy_efficiency,renewable_ratio,technology_cost,emission_reduction
PROD-0019,MPN-0019,71.5972509321058,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,71.5972509321058,0.10080719713908526,6391.643593017165,0
PROD-0020,MPN-0020,64.5614570099021,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,64.5614570099021,0.2602113679357536,3175.423588821862,0
PROD-0021,MPN-0021,80.59264473611897,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,80.59264473611897,0.1770432945283974,3948.8952692947855,0
PROD-0022,MPN-0022,56.97469303260209,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,56.97469303260209,0.02852002483864824,3878.523309627704,0
PROD-0023,MPN-0023,64.6072324267609,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,64.6072324267609,0.9093041464060494,3938.448948969264,0
PROD-0024,MPN-0024,68.31809216468459,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,68.31809216468459,0.008223131388891525,7056.677558006341,0
PROD-0025,MPN-0025,72.8034992108518,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,72.8034992108518,0.7360821443370854,5777.271352813746,0
PROD-0026,MPN-0026,89.25879806965068,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,89.25879806965068,0.15214788691951653,4468.817602779798,0
PROD-0027,MPN-0027,59.98368910791799,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,59.98368910791799,0.9122296219996,2341.8079185584493,0
PROD-0028,MPN-0028,75.71172192068059,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,75.71172192068059,0.8927959395898858,1199.2524664793132,1
PROD-0029,MPN-0029,79.62072844310212,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,79.62072844310212,0.6539011463692573,2969.512098289233,1
PROD-0030,MPN-0030,52.32252063599989,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,52.32252063599989,0.6722341498006051,1967.2426357181314,0
PROD-0031,MPN-0031,80.37724259507192,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,80.37724259507192,0.005339141969688543,8069.005277670154,0
PROD-0032,MPN-0032,58.526206184364575,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,58.526206184364575,0.984871566113602,2012.4816203249684,0
PROD-0033,MPN-0033,53.25257964926398,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,53.25257964926398,0.8778326035758144,7518.054135761526,0
PROD-0034,MPN-0034,97.44427686266667,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,97.44427686266667,0.895106225730092,4470.9282079847435,1
PROD-0035,MPN-0035,98.28160165372796,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,98.28160165372796,0.6592445370508719,1660.4055076939837,1
PROD-0036,MPN-0036,90.41986740582306,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,90.41986740582306,0.34478692865453653,8314.570444884272,0
PROD-0037,MPN-0037,65.23068845866854,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,65.23068845866854,0.8936486490904808,6216.6751321295205,0
PROD-0038,MPN-0038,54.883605700319194,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,54.883605700319194,0.29151692815119234,3121.8536157721574,0
PROD-0039,MPN-0039,84.21165132560785,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,84.21165132560785,0.5627115433422029,9052.13056899401,0
PROD-0040,MPN-0040,72.00762468698007,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,72.00762468698007,0.0997309723438824,1407.3248248349632,0
PROD-0041,MPN-0041,56.10191174223894,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,56.10191174223894,0.9219556301327502,2816.376473779866,0
PROD-0042,MPN-0042,74.75884550556351,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,74.75884550556351,0.14077045777121333,7768.422350252749,0
PROD-0043,MPN-0043,51.71942605576092,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,51.71942605576092,0.22489680573040727,7384.401372789002,0
PROD-0044,MPN-0044,95.4660201039391,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,95.4660201039391,0.558134158128215,3603.4452435203025,1
PROD-0045,MPN-0045,62.93899908000085,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,62.93899908000085,0.7640930002129815,1558.223878175048,0
PROD-0046,MPN-0046,83.1261142176991,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,83.1261142176991,0.619351305936299,8722.702650024494,0
PROD-0047,MPN-0047,65.58555380447055,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,65.58555380447055,0.23213391280015616,3823.2787426291234,0
PROD-0048,MPN-0048,76.00340105889055,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,76.00340105889055,0.0009430425274903342,2761.4207343543867,0
PROD-0049,MPN-0049,77.33551396716399,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,77.33551396716399,0.7571505803074392,5644.556401248794,1
PROD-0050,MPN-0050,59.24272277627635,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,59.24272277627635,0.9852073259110937,9192.044793542025,0
PROD-0051,MPN-0051,98.47923138822793,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,98.47923138822793,0.8099131203060904,1391.919200590378,1
PROD-0052,MPN-0052,88.75664116805572,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,88.75664116805572,0.46020661815661534,7892.2367922779895,0
PROD-0053,MPN-0053,96.97494707820945,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,96.97494707820945,0.9037672613991066,6152.25905144838,1
PROD-0054,MPN-0054,94.74136752138244,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,94.74136752138244,0.40984767311835,4829.042048966352,0
PROD-0055,MPN-0055,79.89499894055426,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,79.89499894055426,0.5249340842434675,7696.72399694554,0
PROD-0056,MPN-0056,96.09371175115584,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,96.09371175115584,0.47712976739568325,9692.419819974692,0
PROD-0057,MPN-0057,54.424625102595975,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,54.424625102595975,0.44762387266552495,3062.8559004642193,0
PROD-0058,MPN-0058,59.79914312095726,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,59.79914312095726,0.7751907692939057,2292.8262856490765,0
PROD-0059,MPN-0059,52.2613644455269,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,52.2613644455269,0.526768907269492,9215.935707004273,0
PROD-0060,MPN-0060,66.26651653816322,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,66.26651653816322,0.31671712202521607,7020.577697115733,0
PROD-0061,MPN-0061,69.4338644844741,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,69.4338644844741,0.2581581676584783,4941.874194057694,0
PROD-0062,MPN-0062,63.567451588694794,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,63.567451588694794,0.037747316967433386,6159.3361323785475,0
PROD-0063,MPN-0063,91.43687545759647,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,91.43687545759647,0.583195161883046,7710.525146586197,0
PROD-0064,MPN-0064,67.83766633467947,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,67.83766633467947,0.2299614154010342,7957.287088351455,0
PROD-0065,MPN-0065,64.04672548436903,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,64.04672548436903,0.1481339220163831,9279.04762737068,0
PROD-0066,MPN-0066,77.13480415791243,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,77.13480415791243,0.6538299638276777,4841.5851000606035,1
PROD-0067,MPN-0067,57.04621124873813,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,57.04621124873813,0.6812092578215488,3640.6981901745553,0
PROD-0068,MPN-0068,90.10984903770199,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,90.10984903770199,0.752154892257666,6756.978401108577,1
PROD-0069,MPN-0069,53.727532183988544,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,53.727532183988544,0.5035768963385915,4741.551093515773,0
PROD-0070,MPN-0070,99.34434683002587,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,99.34434683002587,0.8940546052038866,6351.386085540801,1
PROD-0071,MPN-0071,88.61223846483287,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,88.61223846483287,0.9363427533982278,4779.872186103552,1
PROD-0072,MPN-0072,59.93578407670862,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,59.93578407670862,0.8073709397924894,2376.9620801035703,0
PROD-0073,MPN-0073,50.27610585618012,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,50.27610585618012,0.6355934820081872,5224.8407649306255,0
PROD-0074,MPN-0074,90.77307142274171,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,90.77307142274171,0.30372095359118867,7218.260397469295,0
PROD-0075,MPN-0075,85.34286719238085,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,85.34286719238085,0.9829449216202212,8193.554269008848,0
PROD-0076,MPN-0076,86.45035840204937,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,86.45035840204937,0.27413616719193834,5439.936491168922,0
PROD-0077,MPN-0077,88.56351733429729,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,88.56351733429729,0.20265692199043106,2487.1410118936083,0
PROD-0078,MPN-0078,53.70223258670452,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,53.70223258670452,0.44215411378658276,4732.189386844884,0
PROD-0079,MPN-0079,67.92328642721363,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,67.92328642721363,0.05684057071238846,8076.645359575285,0
PROD-0080,MPN-0080,55.79345297625649,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,55.79345297625649,0.9784944646717908,4715.733435553655,0
PROD-0081,MPN-0081,93.15517129377967,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,93.15517129377967,0.5884335564164248,7268.777142438001,0
PROD-0082,MPN-0082,81.1649063413779,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,81.1649063413779,0.5569520916641753,5564.923135102808,1
PROD-0083,MPN-0083,66.54490124263246,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,66.54490124263246,0.6557962798997199,3171.00812598457,0
PROD-0084,MPN-0084,53.177917514301186,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,53.177917514301186,0.49702364777720665,8165.354572207669,0
PROD-0085,MPN-0085,65.54911608578311,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,65.54911608578311,0.03206351709454158,1757.9210866361832,0
PROD-0086,MPN-0086,66.25916610133736,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,66.25916610133736,0.6123112888403968,5724.0125447963555,0
PROD-0087,MPN-0087,86.4803089169032,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,86.4803089169032,0.7161738769564306,2880.0193081906446,1
PROD-0088,MPN-0088,81.87787356776066,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,81.87787356776066,0.41674906062405315,1603.5906568723808,0
PROD-0089,MPN-0089,94.36063712881634,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,94.36063712881634,0.7572955720711929,5526.40543374924,1
PROD-0090,MPN-0090,73.61074625809746,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,73.61074625809746,0.22700129933842061,5496.059403414312,0
PROD-0091,MPN-0091,55.97971229691508,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,55.97971229691508,0.22127659106618403,7362.108115081488,0
PROD-0092,MPN-0092,85.66223936114974,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,85.66223936114974,0.16141698768757395,7702.756237467144,0
PROD-0093,MPN-0093,88.03925243084487,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,88.03925243084487,0.37199475978916186,7550.123398236071,0
PROD-0094,MPN-0094,78.06385987847482,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,78.06385987847482,0.8470120353890835,4686.028596250795,1
PROD-0095,MPN-0095,88.54835899772806,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,88.54835899772806,0.8279120621490643,6685.208085039063,1
PROD-0096,MPN-0096,74.68977981821953,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,74.68977981821953,0.3828242079635038,6192.507183795643,0
PROD-0097,MPN-0097,76.1366414690997,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,76.1366414690997,0.5891187359802366,4794.055805052276,1
PROD-0098,MPN-0098,71.37705091792748,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,71.37705091792748,0.7208163164749156,6374.914247673939,0
PROD-0099,MPN-0099,51.27095633720476,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,51.27095633720476,0.24120677462802298,9525.230890356363,0
PROD-0100,MPN-0100,55.39457134966522,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,55.39457134966522,0.16814108589474708,2736.043693132396,0
PROD-0101,MPN-0101,51.57145928433671,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,51.57145928433671,0.972095993212311,9151.948862069738,0
PROD-0102,MPN-0102,81.82052056318902,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,81.82052056318902,0.6175573132096185,1481.0996258487853,1
PROD-0103,MPN-0103,65.71779905381634,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,65.71779905381634,0.9814157218336639,3775.502916114946,0
PROD-0104,MPN-0104,75.42853455823514,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,75.42853455823514,0.3377559871322291,3593.307237503754,0
PROD-0105,MPN-0105,95.37832369630465,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,95.37832369630465,0.7030316999741315,6637.285970928151,1
PROD-0106,MPN-0106,62.464611457443745,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,62.464611457443745,0.22260363654123771,2181.0245659956126,0
PROD-0107,MPN-0107,70.51914615178148,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,70.51914615178148,0.26120017127391293,8941.128506557783,0
PROD-0108,MPN-0108,87.77755692715243,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,87.77755692715243,0.511902121269624,8456.962676185372,0
PROD-0109,MPN-0109,61.43990827458112,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,61.43990827458112,0.3196181255080712,6868.5923771675,0
PROD-0110,MPN-0110,53.84899549143965,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,53.84899549143965,0.16762156384058446,5125.7244861297795,0
PROD-0111,MPN-0111,64.4875726456884,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,64.4875726456884,0.262880701989326,9396.604379278706,0
PROD-0112,MPN-0112,58.06106436270022,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,58.06106436270022,0.03574839446586464,8476.718992485003,0
PROD-0113,MPN-0113,96.48488261712865,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,96.48488261712865,0.7044236214774866,5493.836332731204,1
PROD-0114,MPN-0114,90.40601897822086,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,90.40601897822086,0.4921166570858616,7316.860190088801,0
PROD-0115,MPN-0115,81.67018782552117,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,81.67018782552117,0.09424306640452562,6102.369569617161,0
PROD-0116,MPN-0116,93.57302950938589,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,93.57302950938589,0.1716939931284912,6291.480145494381,0
PROD-0117,MPN-0117,90.18360384495573,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,90.18360384495573,0.10253453811264401,3978.7846249372415,0
PROD-0118,MPN-0118,59.32850294430179,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,59.32850294430179,0.6125928082758765,5158.76144162407,0
PROD-0119,MPN-0119,94.62794992449889,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,94.62794992449889,0.0942103636124938,1703.0928771076979,0
PROD-0120,MPN-0120,76.96711209578254,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,76.96711209578254,0.7542823330352161,4216.138224981332,1
PROD-0121,MPN-0121,90.37200775820313,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,90.37200775820313,0.020510919320391174,7262.4566382593675,0
PROD-0122,MPN-0122,94.80456499617466,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,94.80456499617466,0.2493757879958921,9578.944274555677,0
PROD-0123,MPN-0123,65.90017374859319,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,65.90017374859319,0.8906666758919072,9667.577014867182,0
PROD-0124,MPN-0124,55.50259622638384,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,55.50259622638384,0.718531318122246,6001.505822124025,0
PROD-0125,MPN-0125,61.39675812709709,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,61.39675812709709,0.07296833292568772,6459.600266286238,0
PROD-0126,MPN-0126,71.35538943131282,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,71.35538943131282,0.8211261044851798,2671.4906695087075,0
PROD-0127,MPN-0127,90.90073829612466,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,90.90073829612466,0.4930351215402048,7257.772972841776,0
PROD-0128,MPN-0128,93.03652916281717,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,93.03652916281717,0.8467830271688292,1635.9291340694763,1
PROD-0129,MPN-0129,50.34760652655954,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,50.34760652655954,0.6007397744503934,3562.171172195001,0
PROD-0130,MPN-0130,75.53736512887829,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,75.53736512887829,0.6818330320328587,7015.27012556898,0
PROD-0131,MPN-0131,70.87055015743894,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,70.87055015743894,0.9935015603957081,3792.7911838914038,0
PROD-0132,MPN-0132,61.105390523536514,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,61.105390523536514,0.23233554592401817,1448.6218670300889,0
PROD-0133,MPN-0133,55.99326836668414,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,55.99326836668414,0.6239455747613883,8486.833684158675,0
PROD-0134,MPN-0134,66.8807585701814,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,66.8807585701814,0.46032139005739836,3792.9700642110674,0
PROD-0135,MPN-0135,97.14548519562595,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,97.14548519562595,0.039451952922691436,1567.9470237281057,0
PROD-0136,MPN-0136,66.16014660103777,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,66.16014660103777,0.014470641502865034,1673.0934805257866,0
PROD-0137,MPN-0137,75.9395310871683,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,75.9395310871683,0.11922857781785867,3265.8291890987825,0
PROD-0138,MPN-0138,85.15094794475888,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,85.15094794475888,0.6490917405385481,2602.1435249937363,1
PROD-0139,MPN-0139,68.1814801189647,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,68.1814801189647,0.5671630879133922,7968.701060021358,0
PROD-0140,MPN-0140,98.58910413604804,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,98.58910413604804,0.5534295611637274,3895.15642000331,1
PROD-0141,MPN-0141,98.12236474710556,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,98.12236474710556,0.031856762528260085,8242.262065358493,0
PROD-0142,MPN-0142,62.58911479126821,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,62.58911479126821,0.46930299636000705,2564.613980408375,0
PROD-0143,MPN-0143,74.86242529461927,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,74.86242529461927,0.9246228178425285,5435.912615896754,0
PROD-0144,MPN-0144,65.04391549083849,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,65.04391549083849,0.3975918693106466,7192.334201978159,0
PROD-0145,MPN-0145,64.24202471887338,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,64.24202471887338,0.6249224697884563,6867.917684792694,0
PROD-0146,MPN-0146,51.84434736772664,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,51.84434736772664,0.7798186756231436,6410.164689372419,0
PROD-0147,MPN-0147,80.47821669899484,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,80.47821669899484,0.7839252791418876,9323.394417380528,0
PROD-0148,MPN-0148,75.13395116144308,Unassigned Brand,Unassigned Manufacturer,Hardware & Industrial Supplies,needs_review,0.65,75.13395116144308,0.5192800823952713,3056.7263293606993,1
